league,season,team,avg_scored_home,avg_conceded_home,home_win_pct,home_close_match_pct,avg_scored_away,avg_conceded_away,away_win_pct,away_close_match_pct,overall_avg_conceded,players_used,avg_age,goals,goals_per90,assists,assists_per90,goals_and_assists,goals_and_assists_per90,goals_excluding_pk,goals_excluding_pk_per90,penalty_kicks,penalty_attempts,yellow_cards,red_cards,goals_and_assists_excl_pk
La Liga,2015-2016,EIBAR,1.37,1.16,42.11,31.58,1.21,2.05,15.79,15.79,1.61,28,25.6,47,1.24,31,0.82,78,2.05,41,1.08,6,8,108,4.0,1.89
La Liga,2015-2016,ESPANYOL,1.16,1.47,47.37,42.11,0.95,2.42,15.79,36.84,1.95,26,24.9,38,1.0,29,0.76,67,1.76,37,0.97,1,3,132,5.0,1.74
La Liga,2015-2016,GETAFE,1.21,1.05,31.58,31.58,0.74,2.47,15.79,26.32,1.76,27,26.7,36,0.95,31,0.82,67,1.76,35,0.92,1,2,129,6.0,1.74
La Liga,2015-2016,GRANADA,1.37,1.63,31.58,26.32,1.05,2.0,21.05,42.11,1.82,28,25.9,45,1.18,26,0.68,71,1.87,38,1.0,7,7,141,7.0,1.68
La Liga,2015-2016,LA CORUÑA,1.32,1.79,21.05,21.05,1.05,1.42,21.05,10.53,1.61,25,28.2,41,1.08,31,0.82,72,1.89,40,1.05,1,1,86,4.0,1.87
La Liga,2015-2016,LAS PALMAS,1.32,0.89,42.11,31.58,1.05,1.89,21.05,47.37,1.39,27,27.6,42,1.11,31,0.82,73,1.92,38,1.0,4,5,100,4.0,1.82
La Liga,2015-2016,LEVANTE,1.21,1.37,36.84,52.63,0.74,2.32,5.26,21.05,1.84,27,27.2,36,0.95,23,0.61,59,1.55,34,0.89,2,2,134,7.0,1.5
La Liga,2015-2016,MÁLAGA,1.37,0.79,42.11,36.84,0.63,1.05,21.05,57.89,0.92,30,28.0,37,0.97,27,0.71,64,1.68,35,0.92,2,4,110,5.0,1.63
La Liga,2015-2016,RAYO VALLECANO,1.53,1.53,42.11,26.32,1.21,2.32,5.26,47.37,1.92,29,28.5,52,1.37,38,1.0,90,2.37,50,1.32,2,3,115,10.0,2.32
La Liga,2015-2016,REAL MADRID,3.68,0.84,84.21,15.79,2.11,0.95,63.16,42.11,0.89,24,26.5,108,2.84,86,2.26,194,5.11,102,2.68,6,9,75,5.0,4.95
La Liga,2015-2016,REAL SOCIEDAD,1.16,1.05,36.84,47.37,1.21,1.47,31.58,31.58,1.26,27,25.3,44,1.16,31,0.82,75,1.97,43,1.13,1,1,109,5.0,1.95
La Liga,2015-2016,SEVILLA,2.0,1.11,73.68,42.11,0.68,1.53,0.0,31.58,1.32,33,26.9,50,1.32,35,0.92,85,2.24,44,1.16,6,7,106,8.0,2.08
La Liga,2015-2016,SPORTING GIJÓN,1.47,1.47,36.84,36.84,0.63,1.79,15.79,36.84,1.63,28,24.5,39,1.03,29,0.76,68,1.79,38,1.0,1,2,107,6.0,1.76
La Liga,2015-2016,VALENCIA,1.32,1.21,31.58,26.32,1.11,1.32,26.32,63.16,1.26,30,24.7,42,1.11,27,0.71,69,1.82,38,1.0,4,5,110,7.0,1.71
La Liga,2015-2016,VILLARREAL,1.37,0.63,63.16,47.37,0.95,1.21,31.58,26.32,0.92,26,25.3,42,1.11,32,0.84,74,1.95,39,1.03,3,3,103,4.0,1.87
La Liga,2016-2017,ALAVÉS,1.0,1.11,36.84,36.84,1.16,1.16,36.84,47.37,1.13,25,25.4,41,1.08,27,0.71,68,1.79,37,0.97,4,4,120,5.0,1.68
La Liga,2016-2017,ATHLETIC CLUB,1.89,0.95,68.42,52.63,0.89,1.32,31.58,52.63,1.13,25,26.8,53,1.39,31,0.82,84,2.21,45,1.18,8,8,89,2.0,2.0
La Liga,2016-2017,ATLÉTICO MADRID,2.11,0.74,73.68,42.11,1.58,0.68,47.37,15.79,0.71,22,26.9,70,1.84,54,1.42,124,3.26,68,1.79,2,7,85,3.0,3.21
La Liga,2016-2017,BARCELONA,3.37,0.89,78.95,21.05,2.74,1.05,68.42,36.84,0.97,25,26.9,113,2.97,71,1.87,184,4.84,105,2.76,8,9,75,1.0,4.63
La Liga,2016-2017,BETIS,1.16,1.26,31.58,31.58,1.0,2.11,21.05,57.89,1.68,27,26.1,41,1.08,27,0.71,68,1.79,39,1.03,2,2,106,5.0,1.74
La Liga,2016-2017,CELTA VIGO,1.58,1.68,47.37,36.84,1.21,1.95,21.05,42.11,1.82,27,26.1,52,1.37,33,0.87,85,2.24,45,1.18,7,7,111,8.0,2.05
La Liga,2016-2017,EIBAR,1.53,1.11,52.63,31.58,1.42,1.58,26.32,36.84,1.34,24,26.9,53,1.39,34,0.89,87,2.29,47,1.24,6,8,96,7.0,2.13
La Liga,2016-2017,ESPANYOL,1.47,1.26,42.11,36.84,1.11,1.37,36.84,42.11,1.32,27,27.2,48,1.26,36,0.95,84,2.21,46,1.21,2,4,82,2.0,2.16
La Liga,2016-2017,GRANADA,0.89,1.68,21.05,42.11,0.68,2.63,0.0,21.05,2.16,35,24.7,30,0.79,19,0.5,49,1.29,30,0.79,0,1,116,6.0,1.29
La Liga,2016-2017,LA CORUÑA,1.42,1.21,36.84,47.37,0.84,2.0,5.26,31.58,1.61,28,27.7,42,1.11,29,0.76,71,1.87,39,1.03,3,7,97,4.0,1.79
La Liga,2016-2017,LAS PALMAS,1.74,1.32,47.37,31.58,1.05,2.58,5.26,36.84,1.95,29,27.3,52,1.37,34,0.89,86,2.26,46,1.21,6,6,106,6.0,2.11
La Liga,2016-2017,LEGANÉS,1.16,1.21,26.32,21.05,0.74,1.68,15.79,42.11,1.45,31,26.3,36,0.95,24,0.63,60,1.58,33,0.87,3,4,107,3.0,1.5
La Liga,2016-2017,MÁLAGA,1.68,1.32,52.63,42.11,0.89,1.58,10.53,26.32,1.45,29,26.0,48,1.26,33,0.87,81,2.13,45,1.18,3,5,116,7.0,2.05
La Liga,2016-2017,OSASUNA,1.21,2.05,10.53,36.84,0.89,2.89,10.53,15.79,2.47,35,26.3,37,0.97,24,0.63,61,1.61,33,0.87,4,6,100,3.0,1.5
La Liga,2016-2017,REAL MADRID,2.53,1.05,73.68,42.11,3.05,1.11,78.95,26.32,1.08,24,27.0,106,2.79,83,2.18,189,4.97,100,2.63,6,8,76,2.0,4.82
La Liga,2016-2017,REAL SOCIEDAD,1.58,1.26,52.63,36.84,1.53,1.53,47.37,47.37,1.39,27,26.0,56,1.47,39,1.03,95,2.5,49,1.29,7,8,89,6.0,2.32
La Liga,2016-2017,SEVILLA,2.05,0.84,73.68,47.37,1.58,1.74,36.84,31.58,1.29,28,26.8,67,1.76,48,1.26,115,3.03,64,1.68,3,5,109,4.0,2.95
La Liga,2016-2017,SPORTING GIJÓN,1.37,2.0,26.32,42.11,0.84,1.79,10.53,42.11,1.89,29,26.4,42,1.11,26,0.68,68,1.79,38,1.0,4,7,116,4.0,1.68
La Liga,2016-2017,VALENCIA,1.68,1.68,42.11,42.11,1.26,1.74,26.32,52.63,1.71,31,25.9,53,1.39,38,1.0,91,2.39,49,1.29,4,6,114,6.0,2.29
La Liga,2016-2017,VILLARREAL,1.84,0.95,57.89,26.32,1.11,0.79,42.11,42.11,0.87,27,26.7,55,1.45,36,0.95,91,2.39,49,1.29,6,8,91,4.0,2.24
La Liga,2017-2018,ALAVÉS,1.11,1.21,47.37,57.89,1.0,1.42,31.58,52.63,1.32,30,25.5,40,1.05,31,0.82,71,1.87,39,1.03,1,3,109,4.0,1.84
La Liga,2017-2018,ATHLETIC CLUB,1.0,0.84,31.58,26.32,1.16,1.74,21.05,26.32,1.29,26,26.7,39,1.03,25,0.66,64,1.68,33,0.87,6,8,93,0.0,1.53
La Liga,2017-2018,ATLÉTICO MADRID,1.58,0.42,63.16,26.32,1.47,0.74,57.89,57.89,0.58,26,26.6,57,1.5,41,1.08,98,2.58,53,1.39,4,5,96,5.0,2.47
La Liga,2017-2018,BARCELONA,2.79,0.58,84.21,26.32,2.42,0.95,63.16,10.53,0.76,25,27.7,96,2.53,74,1.95,170,4.47,93,2.45,3,5,67,2.0,4.39
La Liga,2017-2018,BETIS,1.84,1.63,52.63,36.84,1.32,1.58,42.11,42.11,1.61,29,27.1,56,1.47,43,1.13,99,2.61,54,1.42,2,3,91,3.0,2.55
La Liga,2017-2018,CELTA VIGO,1.79,1.21,42.11,36.84,1.32,1.95,26.32,52.63,1.58,23,25.7,57,1.5,45,1.18,102,2.68,55,1.45,2,3,85,1.0,2.63
La Liga,2017-2018,EIBAR,1.37,1.0,42.11,47.37,0.95,1.63,31.58,31.58,1.32,27,27.4,43,1.13,31,0.82,74,1.95,41,1.08,2,3,86,3.0,1.89
La Liga,2017-2018,ESPANYOL,1.05,0.84,42.11,47.37,0.84,1.37,21.05,31.58,1.11,25,26.8,33,0.87,24,0.63,57,1.5,31,0.82,2,3,88,1.0,1.45
La Liga,2017-2018,GETAFE,1.37,0.68,47.37,52.63,0.84,1.05,31.58,52.63,0.87,32,28.2,41,1.08,27,0.71,68,1.79,36,0.95,5,12,134,5.0,1.66
La Liga,2017-2018,GIRONA,1.37,1.16,42.11,47.37,1.26,1.95,31.58,36.84,1.55,25,26.3,50,1.32,31,0.82,81,2.13,44,1.16,6,8,102,0.0,1.97
La Liga,2017-2018,LA CORUÑA,1.16,1.74,21.05,42.11,0.84,2.26,10.53,31.58,2.0,32,28.2,38,1.0,30,0.79,68,1.79,35,0.92,3,5,100,2.0,1.71
La Liga,2017-2018,LAS PALMAS,0.79,2.0,21.05,47.37,0.47,1.89,5.26,31.58,1.95,36,27.0,24,0.63,15,0.39,39,1.03,18,0.47,6,8,89,3.0,0.87
La Liga,2017-2018,LEGANÉS,1.0,1.0,47.37,52.63,0.79,1.68,15.79,47.37,1.34,28,27.8,32,0.84,23,0.61,55,1.45,30,0.79,2,3,105,5.0,1.39
La Liga,2017-2018,LEVANTE,1.32,1.47,36.84,47.37,1.0,1.58,21.05,15.79,1.53,33,25.7,43,1.13,28,0.74,71,1.87,38,1.0,5,5,111,6.0,1.74
La Liga,2017-2018,MÁLAGA,0.74,1.42,21.05,52.63,0.53,1.79,5.26,52.63,1.61,37,27.2,23,0.61,15,0.39,38,1.0,19,0.5,4,6,101,8.0,0.89
La Liga,2017-2018,REAL MADRID,2.84,1.05,63.16,21.05,2.11,1.26,52.63,36.84,1.16,24,27.1,91,2.39,65,1.71,156,4.11,83,2.18,8,10,67,4.0,3.89
La Liga,2017-2018,REAL SOCIEDAD,2.47,1.53,52.63,26.32,1.0,1.58,21.05,47.37,1.55,27,25.9,64,1.68,47,1.24,111,2.92,60,1.58,4,5,64,5.0,2.82
La Liga,2017-2018,SEVILLA,1.63,1.16,57.89,36.84,0.95,1.89,31.58,52.63,1.53,31,27.1,48,1.26,35,0.92,83,2.18,44,1.16,4,5,99,3.0,2.08
La Liga,2017-2018,VALENCIA,1.89,0.84,68.42,47.37,1.53,1.16,47.37,63.16,1.0,25,24.8,63,1.66,45,1.18,108,2.84,55,1.45,8,8,107,5.0,2.63
La Liga,2017-2018,VILLARREAL,1.84,1.16,57.89,36.84,1.16,1.47,36.84,42.11,1.32,32,26.6,56,1.47,45,1.18,101,2.66,52,1.37,4,5,117,6.0,2.55
La Liga,2018-2019,ALAVÉS,1.0,1.0,36.84,42.11,1.05,1.63,31.58,42.11,1.32,26,26.7,39,1.03,27,0.71,66,1.74,37,0.97,2,3,101,1.0,1.68
La Liga,2018-2019,ATHLETIC CLUB,1.37,1.0,47.37,31.58,0.79,1.37,21.05,47.37,1.18,27,27.6,39,1.03,26,0.68,65,1.71,34,0.89,5,7,120,4.0,1.58
La Liga,2018-2019,ATLÉTICO MADRID,1.68,0.53,78.95,42.11,1.21,1.0,36.84,21.05,0.76,29,26.4,53,1.39,36,0.95,89,2.34,50,1.32,3,4,103,5.0,2.26
La Liga,2018-2019,BARCELONA,2.68,0.89,78.95,21.05,2.05,1.0,57.89,31.58,0.95,30,27.7,88,2.32,61,1.61,149,3.92,80,2.11,8,9,77,2.0,3.71
La Liga,2018-2019,BETIS,1.32,1.37,42.11,57.89,1.0,1.37,31.58,52.63,1.37,25,26.7,43,1.13,30,0.79,73,1.92,38,1.0,5,7,89,1.0,1.79
La Liga,2018-2019,CELTA VIGO,1.63,1.32,42.11,36.84,1.16,1.95,10.53,36.84,1.63,28,25.5,52,1.37,37,0.97,89,2.34,45,1.18,7,7,84,6.0,2.16
La Liga,2018-2019,EIBAR,1.63,1.11,47.37,47.37,0.79,1.53,10.53,36.84,1.32,25,28.5,46,1.21,26,0.68,72,1.89,39,1.03,7,8,82,2.0,1.71
La Liga,2018-2019,ESPANYOL,1.47,1.16,57.89,36.84,1.05,1.47,15.79,31.58,1.32,25,27.7,43,1.13,26,0.68,69,1.82,39,1.03,4,4,92,2.0,1.71
La Liga,2018-2019,GETAFE,1.47,0.68,57.89,36.84,1.05,1.16,21.05,21.05,0.92,26,27.5,47,1.24,34,0.89,81,2.13,41,1.08,6,6,111,7.0,1.97
La Liga,2018-2019,GIRONA,0.89,1.47,15.79,52.63,1.05,1.32,31.58,42.11,1.39,26,26.6,37,0.97,23,0.61,60,1.58,31,0.82,6,6,83,4.0,1.42
La Liga,2018-2019,HUESCA,1.26,1.58,26.32,36.84,1.0,1.84,10.53,47.37,1.71,30,26.7,43,1.13,28,0.74,71,1.87,37,0.97,6,7,114,3.0,1.71
La Liga,2018-2019,LEGANÉS,1.0,0.84,36.84,42.11,0.95,1.42,21.05,42.11,1.13,29,26.6,36,0.95,25,0.66,61,1.61,33,0.87,3,5,106,4.0,1.53
La Liga,2018-2019,LEVANTE,1.79,1.79,31.58,15.79,1.32,1.68,26.32,52.63,1.74,26,26.3,56,1.47,39,1.03,95,2.5,51,1.34,5,7,112,7.0,2.37
La Liga,2018-2019,RAYO VALLECANO,1.32,1.68,26.32,42.11,0.84,2.0,15.79,57.89,1.84,29,26.6,40,1.05,24,0.63,64,1.68,35,0.92,5,5,106,8.0,1.55
La Liga,2018-2019,REAL MADRID,1.68,0.79,68.42,42.11,1.63,1.63,42.11,31.58,1.21,27,27.1,61,1.61,39,1.03,100,2.63,52,1.37,9,9,83,6.0,2.39
La Liga,2018-2019,REAL SOCIEDAD,1.21,1.05,36.84,52.63,1.16,1.37,31.58,36.84,1.21,30,24.9,44,1.16,27,0.71,71,1.87,36,0.95,8,10,82,4.0,1.66
La Liga,2018-2019,SEVILLA,2.05,1.05,63.16,31.58,1.21,1.42,26.32,26.32,1.24,27,27.9,60,1.58,47,1.24,107,2.82,55,1.45,5,6,118,6.0,2.68
La Liga,2018-2019,VALENCIA,1.26,0.63,36.84,21.05,1.42,1.21,42.11,42.11,0.92,25,26.4,50,1.32,38,1.0,88,2.32,45,1.18,5,7,90,3.0,2.18
La Liga,2018-2019,VALLADOLID,0.84,1.37,26.32,47.37,0.84,1.32,26.32,47.37,1.34,28,27.4,31,0.82,19,0.5,50,1.32,27,0.71,4,7,92,0.0,1.21
La Liga,2018-2019,VILLARREAL,1.47,1.37,26.32,47.37,1.11,1.37,26.32,36.84,1.37,26,27.1,47,1.24,34,0.89,81,2.13,44,1.16,3,6,118,3.0,2.05
La Liga,2019-2020,ALAVÉS,1.05,1.0,36.84,36.84,0.74,2.11,15.79,31.58,1.55,32,27.6,34,0.89,20,0.53,54,1.42,28,0.74,6,6,111,7.0,1.26
La Liga,2019-2020,ATHLETIC CLUB,1.11,0.74,47.37,42.11,1.05,1.26,21.05,36.84,1.0,26,26.7,40,1.05,23,0.61,63,1.66,32,0.84,8,10,90,2.0,1.45
La Liga,2019-2020,ATLÉTICO MADRID,1.47,0.58,63.16,42.11,1.21,0.84,31.58,21.05,0.71,30,26.1,50,1.32,35,0.92,85,2.24,44,1.16,6,8,93,3.0,2.08
La Liga,2019-2020,BARCELONA,2.74,0.84,84.21,42.11,1.79,1.16,47.37,26.32,1.0,28,27.8,84,2.21,62,1.63,146,3.84,78,2.05,6,6,92,6.0,3.68
La Liga,2019-2020,BETIS,1.79,1.42,47.37,57.89,0.74,1.74,5.26,31.58,1.58,27,27.5,48,1.26,35,0.92,83,2.18,42,1.11,6,8,108,9.0,2.03
La Liga,2019-2020,CELTA VIGO,1.16,1.05,26.32,42.11,0.79,1.53,10.53,26.32,1.29,30,25.8,37,0.97,26,0.68,63,1.66,31,0.82,6,9,104,6.0,1.5
La Liga,2019-2020,EIBAR,1.32,1.32,42.11,36.84,0.74,1.63,15.79,36.84,1.47,26,29.3,38,1.0,24,0.63,62,1.63,31,0.82,7,10,92,3.0,1.45
La Liga,2019-2020,ESPANYOL,0.79,1.63,10.53,26.32,0.63,1.42,15.79,52.63,1.53,31,27.7,25,0.66,17,0.45,42,1.11,21,0.55,4,4,107,9.0,1.0
La Liga,2019-2020,GETAFE,1.32,1.05,42.11,10.53,0.95,0.89,31.58,52.63,0.97,30,27.5,42,1.11,31,0.82,73,1.92,36,0.95,6,7,135,5.0,1.76
La Liga,2019-2020,GRANADA,1.37,0.84,52.63,68.42,1.37,1.53,31.58,21.05,1.18,27,26.8,50,1.32,34,0.89,84,2.21,45,1.18,5,5,109,1.0,2.08
La Liga,2019-2020,LEGANÉS,0.89,1.37,26.32,52.63,0.68,1.32,15.79,36.84,1.34,29,26.9,30,0.79,19,0.5,49,1.29,27,0.71,3,5,127,4.0,1.21
La Liga,2019-2020,LEVANTE,1.42,1.0,47.37,42.11,1.05,1.79,26.32,57.89,1.39,29,27.7,45,1.18,28,0.74,73,1.92,40,1.05,5,5,79,5.0,1.79
La Liga,2019-2020,MALLORCA,1.32,1.16,42.11,42.11,0.79,2.26,5.26,31.58,1.71,32,26.8,39,1.03,21,0.55,60,1.58,31,0.82,8,10,93,5.0,1.37
La Liga,2019-2020,OSASUNA,1.37,1.53,36.84,31.58,1.05,1.32,31.58,31.58,1.42,31,27.7,46,1.21,26,0.68,72,1.89,38,1.0,8,8,110,6.0,1.68
La Liga,2019-2020,REAL MADRID,2.11,0.58,78.95,26.32,1.58,0.74,57.89,52.63,0.66,26,27.6,69,1.82,52,1.37,121,3.18,58,1.53,11,11,82,4.0,2.89
La Liga,2019-2020,REAL SOCIEDAD,1.74,1.05,47.37,47.37,1.21,1.47,36.84,52.63,1.26,27,24.8,54,1.42,38,1.0,92,2.42,50,1.32,4,5,79,2.0,2.32
La Liga,2019-2020,SEVILLA,1.37,0.74,52.63,42.11,1.47,1.05,47.37,42.11,0.89,26,27.7,53,1.39,35,0.92,88,2.32,46,1.21,7,7,97,1.0,2.13
La Liga,2019-2020,VALENCIA,1.53,0.84,57.89,36.84,0.89,1.95,15.79,36.84,1.39,28,27.0,45,1.18,34,0.89,79,2.08,40,1.05,5,8,80,8.0,1.95
La Liga,2019-2020,VALLADOLID,0.95,0.79,26.32,26.32,0.74,1.47,21.05,36.84,1.13,30,27.1,31,0.82,19,0.5,50,1.32,28,0.74,3,6,84,0.0,1.24
La Liga,2019-2020,VILLARREAL,1.95,1.32,47.37,31.58,1.37,1.26,47.37,68.42,1.29,25,27.6,62,1.63,40,1.05,102,2.68,52,1.37,10,11,78,1.0,2.42
La Liga,2020-2021,ALAVÉS,1.11,1.32,31.58,47.37,0.79,1.68,15.79,31.58,1.5,30,28.7,35,0.92,21,0.55,56,1.47,30,0.79,5,8,96,8.0,1.34
La Liga,2020-2021,ATHLETIC CLUB,1.53,1.0,42.11,42.11,0.89,1.21,15.79,42.11,1.11,27,26.6,43,1.13,31,0.82,74,1.95,39,1.03,4,5,82,3.0,1.84
La Liga,2020-2021,ATLÉTICO MADRID,2.16,0.58,78.95,31.58,1.37,0.74,57.89,42.11,0.66,25,27.3,65,1.71,54,1.42,119,3.13,60,1.58,5,7,100,0.0,3.0
La Liga,2020-2021,BARCELONA,2.32,1.05,57.89,31.58,2.16,0.95,68.42,52.63,1.0,25,26.4,80,2.11,51,1.34,131,3.45,76,2.0,4,8,72,2.0,3.34
La Liga,2020-2021,BETIS,1.42,1.11,52.63,47.37,1.21,1.53,36.84,31.58,1.32,25,27.9,50,1.32,35,0.92,85,2.24,42,1.11,8,11,93,8.0,2.03
La Liga,2020-2021,CELTA VIGO,1.58,1.58,47.37,31.58,1.32,1.42,26.32,21.05,1.5,30,26.6,55,1.45,39,1.03,94,2.47,48,1.26,7,7,109,5.0,2.29
La Liga,2020-2021,CÁDIZ,0.89,1.58,26.32,31.58,1.0,1.47,31.58,36.84,1.53,34,28.8,33,0.87,16,0.42,49,1.29,29,0.76,4,4,81,3.0,1.18
La Liga,2020-2021,EIBAR,0.63,1.11,10.53,31.58,0.89,1.63,21.05,47.37,1.37,30,28.2,29,0.76,20,0.53,49,1.29,25,0.66,4,9,71,3.0,1.18
La Liga,2020-2021,ELCHE,0.95,1.21,26.32,31.58,0.84,1.68,15.79,26.32,1.45,30,28.1,33,0.87,25,0.66,58,1.53,31,0.82,2,3,99,3.0,1.47
La Liga,2020-2021,GETAFE,0.79,0.68,31.58,52.63,0.68,1.58,15.79,26.32,1.13,31,26.7,27,0.71,14,0.37,41,1.08,24,0.63,3,5,120,7.0,1.0
La Liga,2020-2021,GRANADA,1.32,1.32,47.37,36.84,1.16,2.11,21.05,47.37,1.71,34,27.4,47,1.24,30,0.79,77,2.03,44,1.16,3,5,97,6.0,1.95
La Liga,2020-2021,HUESCA,0.89,1.11,26.32,42.11,0.89,1.68,10.53,31.58,1.39,27,28.0,32,0.84,23,0.61,55,1.45,29,0.76,3,4,69,2.0,1.37
La Liga,2020-2021,LEVANTE,1.42,1.58,26.32,31.58,1.0,1.42,21.05,42.11,1.5,29,28.0,45,1.18,35,0.92,80,2.11,42,1.11,3,6,68,1.0,2.03
La Liga,2020-2021,OSASUNA,1.11,1.21,36.84,21.05,0.84,1.32,21.05,47.37,1.26,28,27.9,36,0.95,25,0.66,61,1.61,31,0.82,5,6,80,5.0,1.47
La Liga,2020-2021,REAL MADRID,1.74,0.68,68.42,36.84,1.79,0.79,63.16,26.32,0.74,30,27.9,64,1.68,53,1.39,117,3.08,61,1.61,3,3,59,2.0,3.0
La Liga,2020-2021,REAL SOCIEDAD,1.79,1.11,47.37,21.05,1.32,0.89,42.11,57.89,1.0,30,25.0,58,1.53,39,1.03,97,2.55,49,1.29,9,12,81,1.0,2.32
La Liga,2020-2021,SEVILLA,1.42,0.58,73.68,63.16,1.37,1.16,52.63,52.63,0.87,26,28.1,52,1.37,36,0.95,88,2.32,46,1.21,6,7,79,2.0,2.16
La Liga,2020-2021,VALENCIA,1.79,1.21,42.11,31.58,0.84,1.58,10.53,47.37,1.39,30,25.2,48,1.26,35,0.92,83,2.18,40,1.05,8,10,82,5.0,1.97
La Liga,2020-2021,VALLADOLID,1.0,1.58,15.79,42.11,0.79,1.42,10.53,21.05,1.5,32,28.1,34,0.89,21,0.55,55,1.45,27,0.71,7,8,93,4.0,1.26
La Liga,2020-2021,VILLARREAL,1.53,1.21,42.11,42.11,1.63,1.11,36.84,15.79,1.16,29,28.0,57,1.5,33,0.87,90,2.37,45,1.18,12,13,67,5.0,2.05
La Liga,2021-2022,ALAVÉS,0.89,1.11,36.84,68.42,0.74,2.32,5.26,31.58,1.71,33,27.9,29,0.76,20,0.53,49,1.29,23,0.61,6,7,93,4.0,1.13
La Liga,2021-2022,ATHLETIC CLUB,1.53,0.95,52.63,47.37,0.74,0.95,21.05,42.11,0.95,26,26.9,40,1.05,34,0.89,74,1.95,37,0.97,3,7,90,4.0,1.87
La Liga,2021-2022,ATLÉTICO MADRID,1.74,0.84,63.16,47.37,1.68,1.42,47.37,47.37,1.13,26,28.1,63,1.66,45,1.18,108,2.84,59,1.55,4,5,111,7.0,2.74
La Liga,2021-2022,BARCELONA,1.95,1.0,63.16,47.37,1.63,1.0,47.37,36.84,1.0,38,26.2,68,1.79,52,1.37,120,3.16,62,1.63,6,7,97,5.0,3.0
La Liga,2021-2022,BETIS,1.79,1.16,52.63,31.58,1.47,0.95,47.37,31.58,1.05,31,28.9,60,1.58,45,1.18,105,2.76,54,1.42,6,6,87,6.0,2.61
La Liga,2021-2022,CELTA VIGO,1.37,1.21,36.84,47.37,0.89,1.05,26.32,26.32,1.13,25,28.4,43,1.13,29,0.76,72,1.89,40,1.05,3,6,87,3.0,1.82
La Liga,2021-2022,CÁDIZ,1.0,1.26,15.79,26.32,0.84,1.42,26.32,31.58,1.34,33,28.5,35,0.92,21,0.55,56,1.47,32,0.84,3,6,105,3.0,1.39
La Liga,2021-2022,ELCHE,1.26,1.11,36.84,36.84,0.84,1.63,21.05,63.16,1.37,28,29.1,39,1.03,29,0.76,68,1.79,38,1.0,1,1,104,6.0,1.76
La Liga,2021-2022,ESPANYOL,1.32,1.0,47.37,47.37,0.79,1.79,5.26,47.37,1.39,34,27.7,39,1.03,25,0.66,64,1.68,34,0.89,5,5,99,7.0,1.55
La Liga,2021-2022,GETAFE,1.11,0.79,36.84,42.11,0.63,1.37,5.26,26.32,1.08,31,26.6,31,0.82,26,0.68,57,1.5,28,0.74,3,5,121,8.0,1.42
La Liga,2021-2022,GRANADA,1.16,1.53,26.32,36.84,1.16,1.68,15.79,15.79,1.61,32,28.1,43,1.13,28,0.74,71,1.87,40,1.05,3,5,105,4.0,1.79
La Liga,2021-2022,LEVANTE,1.47,1.58,26.32,21.05,1.21,2.42,15.79,26.32,2.0,31,28.0,51,1.34,34,0.89,85,2.24,43,1.13,8,13,109,6.0,2.03
La Liga,2021-2022,MALLORCA,1.05,1.32,36.84,52.63,0.84,2.0,15.79,42.11,1.66,33,27.9,33,0.87,23,0.61,56,1.47,27,0.71,6,7,114,7.0,1.32
La Liga,2021-2022,OSASUNA,0.89,1.37,26.32,15.79,1.05,1.32,36.84,36.84,1.34,29,27.7,37,0.97,23,0.61,60,1.58,31,0.82,6,8,84,2.0,1.42
La Liga,2021-2022,RAYO VALLECANO,1.37,1.16,42.11,31.58,0.68,1.47,15.79,52.63,1.32,28,27.5,38,1.0,28,0.74,66,1.74,34,0.89,4,4,101,3.0,1.63
La Liga,2021-2022,REAL MADRID,2.32,0.68,68.42,21.05,1.89,0.95,68.42,57.89,0.82,31,27.7,80,2.11,59,1.55,139,3.66,72,1.89,8,12,76,0.0,3.45
La Liga,2021-2022,REAL SOCIEDAD,0.84,0.47,52.63,52.63,1.26,1.47,36.84,26.32,0.97,32,25.7,40,1.05,22,0.58,62,1.63,31,0.82,9,10,77,4.0,1.39
La Liga,2021-2022,SEVILLA,1.89,0.89,63.16,31.58,0.89,0.68,31.58,42.11,0.79,33,28.6,51,1.34,40,1.05,91,2.39,49,1.29,2,3,97,4.0,2.34
La Liga,2021-2022,VALENCIA,1.37,1.26,31.58,26.32,1.16,1.53,26.32,31.58,1.39,34,24.8,45,1.18,30,0.79,75,1.97,37,0.97,8,9,134,8.0,1.76
La Liga,2021-2022,VILLARREAL,2.11,0.95,52.63,21.05,1.21,1.0,31.58,36.84,0.97,29,28.0,62,1.63,51,1.34,113,2.97,57,1.5,5,6,81,1.0,2.84
La Liga,2022-2023,ALMERÍA,1.53,1.16,52.63,52.63,1.05,2.26,5.26,36.84,1.71,29,26.4,49,1.29,33,0.87,82,2.16,47,1.24,2,3,98,4.0,2.11
La Liga,2022-2023,ATHLETIC CLUB,1.16,0.79,42.11,57.89,1.32,1.47,31.58,31.58,1.13,26,27.4,46,1.21,33,0.87,79,2.08,41,1.08,5,7,81,5.0,1.95
La Liga,2022-2023,ATLÉTICO MADRID,2.16,0.79,68.42,36.84,1.53,0.95,52.63,57.89,0.87,27,28.5,68,1.79,51,1.34,119,3.13,67,1.76,1,1,92,8.0,3.11
La Liga,2022-2023,BARCELONA,1.95,0.21,78.95,36.84,1.74,0.84,68.42,57.89,0.53,29,25.9,69,1.82,56,1.47,125,3.29,69,1.82,0,2,84,6.0,3.29
